"Year","Parental responsibility status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","18","Wales","All","Not main scheme applicant","Not main scheme application","90","85","0.966","0"
"2023","Does not have parental responsibility","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","5"
"2023","Does not have parental responsibility","18","England","All","Not main scheme applicant","Not main scheme application","2030","1830","0.901","270"
"2023","Does not have parental responsibility","18","Scotland","All","Not main scheme applicant","Not main scheme application","85","75","0.849","30"
"2023","Does not have parental responsibility","18","Wales","All","Not main scheme applicant","Not main scheme application","105","95","0.922","15"
"2023","Has parental responsibility","18","England","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","Not declared","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2023","Not declared","19","England","All","Not main scheme applicant","Not main scheme application","3765","3580","0.9510000000000001","10"
"2023","Not declared","19","Scotland","All","Not main scheme applicant","Not main scheme application","280","275","0.989","0"
"2023","Not declared","19","Wales","All","Not main scheme applicant","Not main scheme application","150","140","0.933","0"
"2023","Does not have parental responsibility","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","120","105","0.898","10"
"2023","Does not have parental responsibility","19","England","All","Not main scheme applicant","Not main scheme application","4380","3960","0.904","415"
"2023","Does not have parental responsibility","19","Scotland","All","Not main scheme applicant","Not main scheme application","180","150","0.837","45"
"2023","Does not have parental responsibility","19","Wales","All","Not main scheme applicant","Not main scheme application","195","175","0.907","20"
"2023","Has parental responsibility","19","England","All","Not main scheme applicant","Not main scheme application","35","30","0.857","10"
"2023","Not declared","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","Not declared","20","England","All","Not main scheme applicant","Not main scheme application","2960","2785","0.9420000000000001","10"
"2023","Not declared","20","Scotland","All","Not main scheme applicant","Not main scheme application","195","190","0.974","0"
"2023","Not declared","20","Wales","All","Not main scheme applicant","Not main scheme application","130","130","0.985","0"
"2023","Does not have parental responsibility","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","80","70","0.91","10"
"2023","Does not have parental responsibility","20","England","All","Not main scheme applicant","Not main scheme application","2735","2415","0.883","345"
"2023","Does not have parental responsibility","20","Scotland","All","Not main scheme applicant","Not main scheme application","145","125","0.85","35"
"2023","Does not have parental responsibility","20","Wales","All","Not main scheme applicant","Not main scheme application","120","110","0.924","25"
"2023","Has parental responsibility","20","England","All","Not main scheme applicant","Not main scheme application","35","30","0.838","5"
"2023","Has parental responsibility","20","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2023","Not declared","21 - 24","England","All","Not main scheme applicant","Not main scheme application","8170","7650","0.937","30"
"2023","Not declared","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","375","355","0.9520000000000001","5"
"2023","Not declared","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","200","190","0.965","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","65","50","0.8250000000000001","15"
"2023","Does not have parental responsibility","21 - 24","England","All","Not main scheme applicant","Not main scheme application","3825","3250","0.85","645"
"2023","Does not have parental responsibility","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","320","265","0.8290000000000001","85"
"2023","Does not have parental responsibility","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","220","190","0.872","40"
"2023","Has parental responsibility","21 - 24","England","All","Not main scheme applicant","Not main scheme application","210","165","0.78","40"
"2023","Has parental responsibility","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","Has parental responsibility","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Not main scheme applicant","Not main scheme application","7250","6855","0.9450000000000001","15"
"2023","Not declared","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","230","215","0.9430000000000001","0"
"2023","Not declared","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","20","15","0.789","5"
"2023","Does not have parental responsibility","25 - 29","England","All","Not main scheme applicant","Not main scheme application","1040","840","0.808","250"
"2023","Does not have parental responsibility","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","115","100","0.872","50"
"2023","Does not have parental responsibility","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","70","50","0.754","20"
"2023","Has parental responsibility","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Has parental responsibility","25 - 29","England","All","Not main scheme applicant","Not main scheme application","365","280","0.775","90"
"2023","Has parental responsibility","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","30","20","0.667","15"
"2023","Has parental responsibility","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","35","30","0.8240000000000001","5"
"2023","Not declared","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Not main scheme applicant","Not main scheme application","6660","6280","0.9430000000000001","5"
"2023","Not declared","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","90","90","0.989","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","30 - 34","England","All","Not main scheme applicant","Not main scheme application","455","355","0.779","125"
"2023","Does not have parental responsibility","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","50","30","0.64","10"
"2023","Does not have parental responsibility","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","25","15","0.739","10"
"2023","Has parental responsibility","30 - 34","England","All","Not main scheme applicant","Not main scheme application","495","365","0.741","115"
"2023","Has parental responsibility","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","60","40","0.6890000000000001","15"
"2023","Has parental responsibility","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","25","20","0.769","10"
"2023","Not declared","35 and over","England","All","Not main scheme applicant","Not main scheme application","15585","14705","0.9440000000000001","25"
"2023","Not declared","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","360","350","0.967","0"
"2023","Not declared","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","185","180","0.967","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","Does not have parental responsibility","35 and over","England","All","Not main scheme applicant","Not main scheme application","740","585","0.792","240"
"2023","Does not have parental responsibility","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","85","65","0.771","35"
"2023","Does not have parental responsibility","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","45","35","0.783","10"
"2023","Has parental responsibility","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","Has parental responsibility","35 and over","England","All","Not main scheme applicant","Not main scheme application","1380","1000","0.725","590"
"2023","Has parental responsibility","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","145","100","0.6900000000000001","80"
"2023","Has parental responsibility","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","75","60","0.763","20"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Does not have parental responsibility","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Does not have parental responsibility","17 and under","England","All","Main scheme applicant","Not main scheme application","130","90","0.687","0"
"2023","Does not have parental responsibility","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","Does not have parental responsibility","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","18","England","All","Main scheme applicant","Not main scheme application","430","395","0.914","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Does not have parental responsibility","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1020","850","0.8320000000000001","0"
"2023","Does not have parental responsibility","18","England","All","Main scheme applicant","Not main scheme application","39800","36755","0.923","0"
"2023","Does not have parental responsibility","18","Scotland","All","Main scheme applicant","Not main scheme application","1000","820","0.8200000000000001","0"
"2023","Does not have parental responsibility","18","Wales","All","Main scheme applicant","Not main scheme application","1145","1045","0.911","0"
"2023","Has parental responsibility","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has parental responsibility","18","England","All","Main scheme applicant","Not main scheme application","135","120","0.881","0"
"2023","Has parental responsibility","18","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has parental responsibility","18","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","160","135","0.851","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","245","200","0.809","0"
"2023","Does not have parental responsibility","19","England","All","Main scheme applicant","Not main scheme application","8530","7480","0.877","0"
"2023","Does not have parental responsibility","19","Scotland","All","Main scheme applicant","Not main scheme application","360","265","0.74","0"
"2023","Does not have parental responsibility","19","Wales","All","Main scheme applicant","Not main scheme application","285","255","0.899","0"
"2023","Has parental responsibility","19","England","All","Main scheme applicant","Not main scheme application","60","50","0.8140000000000001","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","55","45","0.8210000000000001","0"
"2023","Does not have parental responsibility","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","80","60","0.747","0"
"2023","Does not have parental responsibility","20","England","All","Main scheme applicant","Not main scheme application","2575","2140","0.8310000000000001","0"
"2023","Does not have parental responsibility","20","Scotland","All","Main scheme applicant","Not main scheme application","170","125","0.725","0"
"2023","Does not have parental responsibility","20","Wales","All","Main scheme applicant","Not main scheme application","115","90","0.788","0"
"2023","Has parental responsibility","20","England","All","Main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","70","55","0.75","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","115","85","0.718","0"
"2023","Does not have parental responsibility","21 - 24","England","All","Main scheme applicant","Not main scheme application","2800","2040","0.729","0"
"2023","Does not have parental responsibility","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","330","215","0.652","0"
"2023","Does not have parental responsibility","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","125","100","0.787","0"
"2023","Has parental responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has parental responsibility","21 - 24","England","All","Main scheme applicant","Not main scheme application","135","90","0.669","0"
"2023","Has parental responsibility","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Has parental responsibility","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","30","20","0.625","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","40","25","0.632","0"
"2023","Does not have parental responsibility","25 - 29","England","All","Main scheme applicant","Not main scheme application","745","495","0.664","0"
"2023","Does not have parental responsibility","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","120","85","0.713","0"
"2023","Does not have parental responsibility","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","55","45","0.786","0"
"2023","Has parental responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2023","Has parental responsibility","25 - 29","England","All","Main scheme applicant","Not main scheme application","260","185","0.708","0"
"2023","Has parental responsibility","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","20","10","0.455","0"
"2023","Has parental responsibility","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","20","15","0.619","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","25","20","0.731","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Does not have parental responsibility","30 - 34","England","All","Main scheme applicant","Not main scheme application","300","160","0.532","0"
"2023","Does not have parental responsibility","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","45","25","0.543","0"
"2023","Does not have parental responsibility","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","25","15","0.739","0"
"2023","Has parental responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","20","15","0.81","0"
"2023","Has parental responsibility","30 - 34","England","All","Main scheme applicant","Not main scheme application","350","230","0.655","0"
"2023","Has parental responsibility","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","35","20","0.588","0"
"2023","Has parental responsibility","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","25","25","1","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Not main scheme application","65","40","0.621","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","35 and over","England","All","Main scheme applicant","Not main scheme application","410","245","0.601","0"
"2023","Does not have parental responsibility","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","45","25","0.591","0"
"2023","Does not have parental responsibility","35 and over","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.75","0"
"2023","Has parental responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","40","35","0.881","0"
"2023","Has parental responsibility","35 and over","England","All","Main scheme applicant","Not main scheme application","1150","710","0.615","0"
"2023","Has parental responsibility","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","100","55","0.5710000000000001","0"
"2023","Has parental responsibility","35 and over","Wales","All","Main scheme applicant","Not main scheme application","45","35","0.8220000000000001","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Main scheme application","50","25","0.462","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Does not have parental responsibility","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.594","0"
"2023","Does not have parental responsibility","17 and under","England","All","Main scheme applicant","Main scheme application","1060","595","0.5630000000000001","0"
"2023","Does not have parental responsibility","17 and under","Scotland","All","Main scheme applicant","Main scheme application","945","580","0.612","0"
"2023","Does not have parental responsibility","17 and under","Wales","All","Main scheme applicant","Main scheme application","40","25","0.6","0"
"2023","Has parental responsibility","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Main scheme application","140","100","0.6900000000000001","0"
"2023","Not declared","18","England","All","Main scheme applicant","Main scheme application","3065","2135","0.6960000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Main scheme application","180","140","0.792","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Main scheme application","75","50","0.6930000000000001","0"
"2023","Does not have parental responsibility","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11685","7860","0.673","0"
"2023","Does not have parental responsibility","18","England","All","Main scheme applicant","Main scheme application","272575","191740","0.7030000000000001","0"
"2023","Does not have parental responsibility","18","Scotland","All","Main scheme applicant","Main scheme application","19090","15315","0.802","0"
"2023","Does not have parental responsibility","18","Wales","All","Main scheme applicant","Main scheme application","11895","9180","0.772","0"
"2023","Has parental responsibility","18","Northern Ireland","All","Main scheme applicant","Main scheme application","35","15","0.486","0"
"2023","Has parental responsibility","18","England","All","Main scheme applicant","Main scheme application","780","480","0.617","0"
"2023","Has parental responsibility","18","Scotland","All","Main scheme applicant","Main scheme application","50","30","0.5690000000000001","0"
"2023","Has parental responsibility","18","Wales","All","Main scheme applicant","Main scheme application","20","15","0.636","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","Main scheme application","40","25","0.658","0"
"2023","Not declared","19","England","All","Main scheme applicant","Main scheme application","1260","845","0.671","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Main scheme application","60","50","0.8230000000000001","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Main scheme application","40","30","0.737","0"
"2023","Does not have parental responsibility","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2130","1410","0.663","0"
"2023","Does not have parental responsibility","19","England","All","Main scheme applicant","Main scheme application","68980","49490","0.717","0"
"2023","Does not have parental responsibility","19","Scotland","All","Main scheme applicant","Main scheme application","5765","4285","0.743","0"
"2023","Does not have parental responsibility","19","Wales","All","Main scheme applicant","Main scheme application","3110","2390","0.768","0"
"2023","Has parental responsibility","19","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has parental responsibility","19","England","All","Main scheme applicant","Main scheme application","340","200","0.579","0"
"2023","Has parental responsibility","19","Scotland","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Has parental responsibility","19","Wales","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Main scheme application","15","10","0.588","0"
"2023","Not declared","20","England","All","Main scheme applicant","Main scheme application","525","315","0.606","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Main scheme application","45","35","0.8140000000000001","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","Main scheme application","25","15","0.708","0"
"2023","Does not have parental responsibility","20","Northern Ireland","All","Main scheme applicant","Main scheme application","905","565","0.622","0"
"2023","Does not have parental responsibility","20","England","All","Main scheme applicant","Main scheme application","22930","15185","0.662","0"
"2023","Does not have parental responsibility","20","Scotland","All","Main scheme applicant","Main scheme application","2900","2020","0.6960000000000001","0"
"2023","Does not have parental responsibility","20","Wales","All","Main scheme applicant","Main scheme application","1160","815","0.7020000000000001","0"
"2023","Has parental responsibility","20","Northern Ireland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Has parental responsibility","20","England","All","Main scheme applicant","Main scheme application","295","190","0.648","0"
"2023","Has parental responsibility","20","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has parental responsibility","20","Wales","All","Main scheme applicant","Main scheme application","20","15","0.737","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","30","15","0.433","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Main scheme application","985","510","0.519","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","105","60","0.562","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40","25","0.59","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1310","740","0.5630000000000001","0"
"2023","Does not have parental responsibility","21 - 24","England","All","Main scheme applicant","Main scheme application","28990","16625","0.5730000000000001","0"
"2023","Does not have parental responsibility","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","6170","3955","0.641","0"
"2023","Does not have parental responsibility","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2175","1445","0.663","0"
"2023","Has parental responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","65","35","0.524","0"
"2023","Has parental responsibility","21 - 24","England","All","Main scheme applicant","Main scheme application","1390","780","0.561","0"
"2023","Has parental responsibility","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","165","85","0.528","0"
"2023","Has parental responsibility","21 - 24","Wales","All","Main scheme applicant","Main scheme application","115","55","0.487","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Main scheme application","645","345","0.532","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","45","30","0.609","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","380","165","0.438","0"
"2023","Does not have parental responsibility","25 - 29","England","All","Main scheme applicant","Main scheme application","9550","5225","0.547","0"
"2023","Does not have parental responsibility","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","2725","1655","0.608","0"
"2023","Does not have parental responsibility","25 - 29","Wales","All","Main scheme applicant","Main scheme application","770","455","0.592","0"
"2023","Has parental responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","125","55","0.452","0"
"2023","Has parental responsibility","25 - 29","England","All","Main scheme applicant","Main scheme application","3265","1885","0.578","0"
"2023","Has parental responsibility","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","605","390","0.641","0"
"2023","Has parental responsibility","25 - 29","Wales","All","Main scheme applicant","Main scheme application","270","160","0.598","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Main scheme application","605","355","0.584","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.538","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","110","50","0.459","0"
"2023","Does not have parental responsibility","30 - 34","England","All","Main scheme applicant","Main scheme application","3690","1970","0.534","0"
"2023","Does not have parental responsibility","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1035","665","0.641","0"
"2023","Does not have parental responsibility","30 - 34","Wales","All","Main scheme applicant","Main scheme application","265","160","0.602","0"
"2023","Has parental responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","170","85","0.497","0"
"2023","Has parental responsibility","30 - 34","England","All","Main scheme applicant","Main scheme application","4675","2690","0.5750000000000001","0"
"2023","Has parental responsibility","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","925","595","0.644","0"
"2023","Has parental responsibility","30 - 34","Wales","All","Main scheme applicant","Main scheme application","355","220","0.62","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Main scheme application","1695","1045","0.616","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","Main scheme application","35","20","0.556","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","90","50","0.5730000000000001","0"
"2023","Does not have parental responsibility","35 and over","England","All","Main scheme applicant","Main scheme application","5315","2765","0.521","0"
"2023","Does not have parental responsibility","35 and over","Scotland","All","Main scheme applicant","Main scheme application","885","530","0.6","0"
"2023","Does not have parental responsibility","35 and over","Wales","All","Main scheme applicant","Main scheme application","195","105","0.534","0"
"2023","Has parental responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","325","155","0.468","0"
"2023","Has parental responsibility","35 and over","England","All","Main scheme applicant","Main scheme application","13800","7790","0.5650000000000001","0"
"2023","Has parental responsibility","35 and over","Scotland","All","Main scheme applicant","Main scheme application","2340","1475","0.63","0"
"2023","Has parental responsibility","35 and over","Wales","All","Main scheme applicant","Main scheme application","705","420","0.591","0"
"2023","All","17 and under","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","Not main scheme applicant","Not main scheme application","195","170","0.858","25"
"2023","All","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","290","285","0.969","10"
"2023","All","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","15","10","0.8","0"
"2023","All","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","4315","4010","0.929","280"
"2023","All","18","Scotland","All","Not main scheme applicant","Not main scheme application","450","435","0.962","30"
"2023","All","18","Wales","All","Not main scheme applicant","Not main scheme application","190","180","0.9430000000000001","15"
"2023","All","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","140","125","0.907","10"
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","8180","7570","0.926","435"
"2023","All","19","Scotland","All","Not main scheme applicant","Not main scheme application","460","425","0.93","50"
"2023","All","19","Wales","All","Not main scheme applicant","Not main scheme application","345","320","0.919","20"
"2023","All","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","5730","5230","0.913","360"
"2023","All","20","Scotland","All","Not main scheme applicant","Not main scheme application","345","315","0.922","40"
"2023","All","20","Wales","All","Not main scheme applicant","Not main scheme application","250","240","0.9560000000000001","25"
"2023","All","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","75","65","0.8180000000000001","15"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","12200","11060","0.907","715"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","705","630","0.895","90"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","430","390","0.909","45"
"2023","All","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","30","20","0.714","10"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","8655","7975","0.922","355"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","375","340","0.899","65"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","230","200","0.873","25"
"2023","All","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","7610","7000","0.92","250"
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","270","230","0.845","25"
"2023","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","140","125","0.906","25"
"2023","All","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","17705","16290","0.92","860"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","590","515","0.871","110"
"2023","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","305","270","0.889","30"
"2023","All","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","17 and under","England","All","Main scheme applicant","Not main scheme application","140","90","0.667","0"
"2023","All","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","All","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1035","860","0.833","0"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","40365","37265","0.923","0"
"2023","All","18","Scotland","All","Main scheme applicant","Not main scheme application","1020","835","0.8220000000000001","0"
"2023","All","18","Wales","All","Main scheme applicant","Not main scheme application","1160","1055","0.91","0"
