"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","England","17 and under","Northern Ireland","Female","80","45","0.538"
"2007","England","17 and under","Northern Ireland","Female","65","45","0.6920000000000001"
"2008","England","17 and under","Northern Ireland","Female","50","25","0.54"
"2009","England","17 and under","Northern Ireland","Female","65","35","0.554"
"2010","England","17 and under","Northern Ireland","Female","50","35","0.7000000000000001"
"2011","England","17 and under","Northern Ireland","Female","60","40","0.633"
"2012","England","17 and under","Northern Ireland","Female","70","45","0.671"
"2013","England","17 and under","Northern Ireland","Female","35","15","0.486"
"2014","England","17 and under","Northern Ireland","Female","40","25","0.675"
"2015","England","17 and under","Northern Ireland","Female","40","30","0.775"
"2016","England","17 and under","Northern Ireland","Female","70","45","0.614"
"2017","England","17 and under","Northern Ireland","Female","35","20","0.5710000000000001"
"2018","England","17 and under","Northern Ireland","Female","60","45","0.75"
"2019","England","17 and under","Northern Ireland","Female","40","30","0.75"
"2020","England","17 and under","Northern Ireland","Female","50","40","0.78"
"2021","England","17 and under","Northern Ireland","Female","40","30","0.725"
"2022","England","17 and under","Northern Ireland","Female","35","15","0.429"
"2023","England","17 and under","Northern Ireland","Female","45","30","0.6890000000000001"
"2006","Northern Ireland","17 and under","Northern Ireland","Female","115","95","0.809"
"2007","Northern Ireland","17 and under","Northern Ireland","Female","100","90","0.9"
"2008","Northern Ireland","17 and under","Northern Ireland","Female","60","45","0.783"
"2009","Northern Ireland","17 and under","Northern Ireland","Female","60","55","0.917"
"2010","Northern Ireland","17 and under","Northern Ireland","Female","65","50","0.754"
"2011","Northern Ireland","17 and under","Northern Ireland","Female","35","35","1.057"
"2012","Northern Ireland","17 and under","Northern Ireland","Female","50","45","0.86"
"2013","Northern Ireland","17 and under","Northern Ireland","Female","35","25","0.771"
"2014","Northern Ireland","17 and under","Northern Ireland","Female","30","25","0.8"
"2015","Northern Ireland","17 and under","Northern Ireland","Female","40","30","0.8"
"2016","Northern Ireland","17 and under","Northern Ireland","Female","40","35","0.85"
"2017","Northern Ireland","17 and under","Northern Ireland","Female","15","5"," "
"2018","Northern Ireland","17 and under","Northern Ireland","Female","20","15","0.85"
"2019","Northern Ireland","17 and under","Northern Ireland","Female","35","25","0.686"
"2020","Northern Ireland","17 and under","Northern Ireland","Female","35","25","0.743"
"2021","Northern Ireland","17 and under","Northern Ireland","Female","25","10","0.44"
"2022","Northern Ireland","17 and under","Northern Ireland","Female","25","20","0.72"
"2023","Northern Ireland","17 and under","Northern Ireland","Female","25","20","0.8"
"2006","Scotland","17 and under","Northern Ireland","Female","40","15","0.4"
"2007","Scotland","17 and under","Northern Ireland","Female","35","25","0.743"
"2008","Scotland","17 and under","Northern Ireland","Female","25","10","0.44"
"2009","Scotland","17 and under","Northern Ireland","Female","25","15","0.56"
"2010","Scotland","17 and under","Northern Ireland","Female","30","15","0.467"
"2011","Scotland","17 and under","Northern Ireland","Female","20","10"," "
"2012","Scotland","17 and under","Northern Ireland","Female","25","20","0.72"
"2013","Scotland","17 and under","Northern Ireland","Female","15","5"," "
"2014","Scotland","17 and under","Northern Ireland","Female","5","5"," "
"2015","Scotland","17 and under","Northern Ireland","Female","15","10","0.8"
"2016","Scotland","17 and under","Northern Ireland","Female","20","10","0.55"
"2017","Scotland","17 and under","Northern Ireland","Female","5","5"," "
"2018","Scotland","17 and under","Northern Ireland","Female","5","5"," "
"2019","Scotland","17 and under","Northern Ireland","Female","5","5"," "
"2020","Scotland","17 and under","Northern Ireland","Female","20","10"," "
"2021","Scotland","17 and under","Northern Ireland","Female","15","10"," "
"2022","Scotland","17 and under","Northern Ireland","Female","20","15","0.65"
"2023","Scotland","17 and under","Northern Ireland","Female","15","10","0.733"
"2006","Wales","17 and under","Northern Ireland","Female","5","0"," "
"2007","Wales","17 and under","Northern Ireland","Female","5","0"," "
"2008","Wales","17 and under","Northern Ireland","Female","5","5"," "
"2009","Wales","17 and under","Northern Ireland","Female","5","5"," "
"2010","Wales","17 and under","Northern Ireland","Female","5","0"," "
"2012","Wales","17 and under","Northern Ireland","Female","5","5"," "
"2022","Wales","17 and under","Northern Ireland","Female","5","0"," "
"2023","Wales","17 and under","Northern Ireland","Female","5","0"," "
"2006","England","18","Northern Ireland","Female","9455","6060","0.641"
"2007","England","18","Northern Ireland","Female","10755","7120","0.662"
"2008","England","18","Northern Ireland","Female","9050","6095","0.673"
"2009","England","18","Northern Ireland","Female","9100","5985","0.658"
"2010","England","18","Northern Ireland","Female","9665","5870","0.607"
"2011","England","18","Northern Ireland","Female","10750","6310","0.587"
"2012","England","18","Northern Ireland","Female","9570","5780","0.604"
"2013","England","18","Northern Ireland","Female","9440","6230","0.66"
"2014","England","18","Northern Ireland","Female","9390","6420","0.684"
"2015","England","18","Northern Ireland","Female","10345","7110","0.687"
"2016","England","18","Northern Ireland","Female","11005","7820","0.711"
"2017","England","18","Northern Ireland","Female","10380","7630","0.735"
"2018","England","18","Northern Ireland","Female","9820","7370","0.75"
"2019","England","18","Northern Ireland","Female","9040","6665","0.738"
"2020","England","18","Northern Ireland","Female","9220","6945","0.753"
"2021","England","18","Northern Ireland","Female","10485","7990","0.762"
"2022","England","18","Northern Ireland","Female","11670","8270","0.709"
"2023","England","18","Northern Ireland","Female","10180","7545","0.741"
"2006","Northern Ireland","18","Northern Ireland","Female","21750","17280","0.794"
"2007","Northern Ireland","18","Northern Ireland","Female","20245","16420","0.811"
"2008","Northern Ireland","18","Northern Ireland","Female","16860","14095","0.836"
"2009","Northern Ireland","18","Northern Ireland","Female","17635","14725","0.835"
"2010","Northern Ireland","18","Northern Ireland","Female","17460","13875","0.795"
"2011","Northern Ireland","18","Northern Ireland","Female","16910","12365","0.731"
"2012","Northern Ireland","18","Northern Ireland","Female","17975","13570","0.755"
"2013","Northern Ireland","18","Northern Ireland","Female","17160","13130","0.765"
"2014","Northern Ireland","18","Northern Ireland","Female","17090","13545","0.792"
"2015","Northern Ireland","18","Northern Ireland","Female","18405","14435","0.784"
"2016","Northern Ireland","18","Northern Ireland","Female","16785","13065","0.778"
"2017","Northern Ireland","18","Northern Ireland","Female","16620","12895","0.776"
"2018","Northern Ireland","18","Northern Ireland","Female","16060","12470","0.776"
"2019","Northern Ireland","18","Northern Ireland","Female","16165","12555","0.777"
"2020","Northern Ireland","18","Northern Ireland","Female","16875","13345","0.791"
"2021","Northern Ireland","18","Northern Ireland","Female","17080","12760","0.747"
"2022","Northern Ireland","18","Northern Ireland","Female","17720","13175","0.743"
"2023","Northern Ireland","18","Northern Ireland","Female","19260","15145","0.786"
"2006","Scotland","18","Northern Ireland","Female","5495","3315","0.604"
"2007","Scotland","18","Northern Ireland","Female","4850","3010","0.621"
"2008","Scotland","18","Northern Ireland","Female","4050","2615","0.646"
"2009","Scotland","18","Northern Ireland","Female","4185","2715","0.649"
"2010","Scotland","18","Northern Ireland","Female","4795","2560","0.533"
"2011","Scotland","18","Northern Ireland","Female","4270","2220","0.52"
"2012","Scotland","18","Northern Ireland","Female","4050","2255","0.557"
"2013","Scotland","18","Northern Ireland","Female","4375","2535","0.579"
"2014","Scotland","18","Northern Ireland","Female","3820","2285","0.598"
"2015","Scotland","18","Northern Ireland","Female","3645","2265","0.622"
"2016","Scotland","18","Northern Ireland","Female","3885","2600","0.669"
"2017","Scotland","18","Northern Ireland","Female","4020","2595","0.645"
"2018","Scotland","18","Northern Ireland","Female","3625","2375","0.655"
"2019","Scotland","18","Northern Ireland","Female","3380","2175","0.643"
"2020","Scotland","18","Northern Ireland","Female","3420","2210","0.646"
"2021","Scotland","18","Northern Ireland","Female","3855","2170","0.562"
"2022","Scotland","18","Northern Ireland","Female","3940","2120","0.538"
"2023","Scotland","18","Northern Ireland","Female","3250","1935","0.596"
"2006","Wales","18","Northern Ireland","Female","560","330","0.586"
"2007","Wales","18","Northern Ireland","Female","495","325","0.657"
"2008","Wales","18","Northern Ireland","Female","415","260","0.627"
"2009","Wales","18","Northern Ireland","Female","440","270","0.609"
"2010","Wales","18","Northern Ireland","Female","495","285","0.58"
"2011","Wales","18","Northern Ireland","Female","515","315","0.61"
"2012","Wales","18","Northern Ireland","Female","485","310","0.639"
"2013","Wales","18","Northern Ireland","Female","535","355","0.662"
"2014","Wales","18","Northern Ireland","Female","480","320","0.663"
"2015","Wales","18","Northern Ireland","Female","460","305","0.659"
"2016","Wales","18","Northern Ireland","Female","585","385","0.66"
"2017","Wales","18","Northern Ireland","Female","540","385","0.717"
"2018","Wales","18","Northern Ireland","Female","460","335","0.726"
"2019","Wales","18","Northern Ireland","Female","470","335","0.717"
"2020","Wales","18","Northern Ireland","Female","550","375","0.678"
"2021","Wales","18","Northern Ireland","Female","710","510","0.718"
"2022","Wales","18","Northern Ireland","Female","825","560","0.679"
"2023","Wales","18","Northern Ireland","Female","745","485","0.652"
"2006","England","19","Northern Ireland","Female","1600","835","0.522"
"2007","England","19","Northern Ireland","Female","2075","1130","0.546"
"2008","England","19","Northern Ireland","Female","1740","985","0.5660000000000001"
"2009","England","19","Northern Ireland","Female","1815","985","0.543"
"2010","England","19","Northern Ireland","Female","2200","1080","0.49"
"2011","England","19","Northern Ireland","Female","2805","1280","0.456"
"2012","England","19","Northern Ireland","Female","2365","1100","0.466"
"2013","England","19","Northern Ireland","Female","2500","1315","0.526"
"2014","England","19","Northern Ireland","Female","2620","1500","0.5730000000000001"
"2015","England","19","Northern Ireland","Female","2605","1560","0.599"
"2016","England","19","Northern Ireland","Female","3320","2120","0.639"
"2017","England","19","Northern Ireland","Female","3020","1920","0.635"
"2018","England","19","Northern Ireland","Female","2760","1875","0.68"
"2019","England","19","Northern Ireland","Female","2645","1820","0.687"
"2020","England","19","Northern Ireland","Female","2540","1750","0.6880000000000001"
"2021","England","19","Northern Ireland","Female","2700","1840","0.681"
"2022","England","19","Northern Ireland","Female","2240","1370","0.611"
"2023","England","19","Northern Ireland","Female","2045","1280","0.626"
"2006","Northern Ireland","19","Northern Ireland","Female","3005","1875","0.625"
"2007","Northern Ireland","19","Northern Ireland","Female","3660","2420","0.661"
"2008","Northern Ireland","19","Northern Ireland","Female","3010","2090","0.6950000000000001"
"2009","Northern Ireland","19","Northern Ireland","Female","2565","1805","0.704"
"2010","Northern Ireland","19","Northern Ireland","Female","3125","2125","0.68"
"2011","Northern Ireland","19","Northern Ireland","Female","3860","2410","0.624"
"2012","Northern Ireland","19","Northern Ireland","Female","3710","2410","0.65"
"2013","Northern Ireland","19","Northern Ireland","Female","4075","2575","0.632"
"2014","Northern Ireland","19","Northern Ireland","Female","4130","2650","0.642"
"2015","Northern Ireland","19","Northern Ireland","Female","4285","2940","0.686"
"2016","Northern Ireland","19","Northern Ireland","Female","4955","3355","0.677"
"2017","Northern Ireland","19","Northern Ireland","Female","4750","3235","0.681"
"2018","Northern Ireland","19","Northern Ireland","Female","4425","3025","0.684"
"2019","Northern Ireland","19","Northern Ireland","Female","4840","3370","0.6960000000000001"
"2020","Northern Ireland","19","Northern Ireland","Female","4210","2960","0.704"
"2021","Northern Ireland","19","Northern Ireland","Female","3590","2125","0.592"
"2022","Northern Ireland","19","Northern Ireland","Female","3415","2035","0.596"
"2023","Northern Ireland","19","Northern Ireland","Female","3435","2255","0.656"
"2006","Scotland","19","Northern Ireland","Female","585","310","0.528"
"2007","Scotland","19","Northern Ireland","Female","590","285","0.485"
"2008","Scotland","19","Northern Ireland","Female","560","330","0.589"
"2009","Scotland","19","Northern Ireland","Female","455","260","0.5740000000000001"
"2010","Scotland","19","Northern Ireland","Female","655","260","0.4"
"2011","Scotland","19","Northern Ireland","Female","940","375","0.399"
"2012","Scotland","19","Northern Ireland","Female","675","250","0.367"
"2013","Scotland","19","Northern Ireland","Female","930","380","0.41100000000000003"
"2014","Scotland","19","Northern Ireland","Female","750","335","0.449"
"2015","Scotland","19","Northern Ireland","Female","725","325","0.448"
"2016","Scotland","19","Northern Ireland","Female","755","400","0.53"
"2017","Scotland","19","Northern Ireland","Female","750","385","0.515"
"2018","Scotland","19","Northern Ireland","Female","695","360","0.521"
"2019","Scotland","19","Northern Ireland","Female","685","380","0.556"
"2020","Scotland","19","Northern Ireland","Female","560","335","0.602"
"2021","Scotland","19","Northern Ireland","Female","570","270","0.47700000000000004"
"2022","Scotland","19","Northern Ireland","Female","505","215","0.428"
"2023","Scotland","19","Northern Ireland","Female","500","240","0.47800000000000004"
"2006","Wales","19","Northern Ireland","Female","90","35","0.378"
"2007","Wales","19","Northern Ireland","Female","105","55","0.514"
"2008","Wales","19","Northern Ireland","Female","80","45","0.588"
"2009","Wales","19","Northern Ireland","Female","75","30","0.373"
"2010","Wales","19","Northern Ireland","Female","85","40","0.47100000000000003"
"2011","Wales","19","Northern Ireland","Female","100","50","0.51"
"2012","Wales","19","Northern Ireland","Female","90","45","0.522"
"2013","Wales","19","Northern Ireland","Female","90","55","0.611"
"2014","Wales","19","Northern Ireland","Female","85","50","0.588"
"2015","Wales","19","Northern Ireland","Female","110","80","0.718"
"2016","Wales","19","Northern Ireland","Female","115","75","0.661"
"2017","Wales","19","Northern Ireland","Female","145","100","0.7030000000000001"
"2018","Wales","19","Northern Ireland","Female","105","75","0.733"
"2019","Wales","19","Northern Ireland","Female","115","80","0.678"
"2020","Wales","19","Northern Ireland","Female","110","80","0.745"
"2021","Wales","19","Northern Ireland","Female","115","75","0.661"
"2022","Wales","19","Northern Ireland","Female","135","75","0.5700000000000001"
"2023","Wales","19","Northern Ireland","Female","130","75","0.577"
"2006","England","20","Northern Ireland","Female","650","360","0.552"
"2007","England","20","Northern Ireland","Female","775","435","0.56"
"2008","England","20","Northern Ireland","Female","680","375","0.55"
"2009","England","20","Northern Ireland","Female","665","320","0.481"
"2010","England","20","Northern Ireland","Female","840","380","0.451"
"2011","England","20","Northern Ireland","Female","995","435","0.438"
"2012","England","20","Northern Ireland","Female","1050","465","0.443"
"2013","England","20","Northern Ireland","Female","930","470","0.505"
"2014","England","20","Northern Ireland","Female","1240","660","0.532"
"2015","England","20","Northern Ireland","Female","1045","555","0.53"
"2016","England","20","Northern Ireland","Female","1010","545","0.539"
"2017","England","20","Northern Ireland","Female","1100","625","0.5690000000000001"
"2018","England","20","Northern Ireland","Female","1180","735","0.623"
"2019","England","20","Northern Ireland","Female","925","565","0.61"
"2020","England","20","Northern Ireland","Female","905","585","0.646"
"2021","England","20","Northern Ireland","Female","965","625","0.647"
"2022","England","20","Northern Ireland","Female","795","435","0.55"
"2023","England","20","Northern Ireland","Female","670","385","0.5750000000000001"
"2006","Northern Ireland","20","Northern Ireland","Female","1175","590","0.501"
"2007","Northern Ireland","20","Northern Ireland","Female","1130","650","0.577"
"2008","Northern Ireland","20","Northern Ireland","Female","1115","715","0.64"
"2009","Northern Ireland","20","Northern Ireland","Female","1210","790","0.652"
"2010","Northern Ireland","20","Northern Ireland","Female","1350","795","0.588"
"2011","Northern Ireland","20","Northern Ireland","Female","1490","770","0.515"
"2012","Northern Ireland","20","Northern Ireland","Female","1570","880","0.561"
"2013","Northern Ireland","20","Northern Ireland","Female","1790","945","0.529"
"2014","Northern Ireland","20","Northern Ireland","Female","2030","1165","0.5730000000000001"
"2015","Northern Ireland","20","Northern Ireland","Female","1850","1030","0.557"
"2016","Northern Ireland","20","Northern Ireland","Female","1855","1050","0.5670000000000001"
"2017","Northern Ireland","20","Northern Ireland","Female","2010","1175","0.585"
"2018","Northern Ireland","20","Northern Ireland","Female","1985","1260","0.634"
"2019","Northern Ireland","20","Northern Ireland","Female","2025","1300","0.642"
"2020","Northern Ireland","20","Northern Ireland","Female","1770","1090","0.616"
"2021","Northern Ireland","20","Northern Ireland","Female","1710","1025","0.599"
"2022","Northern Ireland","20","Northern Ireland","Female","1460","830","0.5690000000000001"
"2023","Northern Ireland","20","Northern Ireland","Female","1350","815","0.605"
"2006","Scotland","20","Northern Ireland","Female","140","65","0.47900000000000004"
"2007","Scotland","20","Northern Ireland","Female","180","90","0.494"
"2008","Scotland","20","Northern Ireland","Female","200","110","0.55"
"2009","Scotland","20","Northern Ireland","Female","145","80","0.538"
"2010","Scotland","20","Northern Ireland","Female","190","65","0.353"
"2011","Scotland","20","Northern Ireland","Female","250","70","0.272"
"2012","Scotland","20","Northern Ireland","Female","240","70","0.296"
"2013","Scotland","20","Northern Ireland","Female","230","80","0.343"
"2014","Scotland","20","Northern Ireland","Female","295","110","0.373"
"2015","Scotland","20","Northern Ireland","Female","260","105","0.404"
"2016","Scotland","20","Northern Ireland","Female","255","110","0.424"
"2017","Scotland","20","Northern Ireland","Female","220","95","0.432"
"2018","Scotland","20","Northern Ireland","Female","245","115","0.46900000000000003"
"2019","Scotland","20","Northern Ireland","Female","190","85","0.447"
"2020","Scotland","20","Northern Ireland","Female","190","95","0.489"
"2021","Scotland","20","Northern Ireland","Female","160","65","0.406"
"2022","Scotland","20","Northern Ireland","Female","170","65","0.371"
"2023","Scotland","20","Northern Ireland","Female","140","50","0.343"
"2006","Wales","20","Northern Ireland","Female","15","5"," "
"2007","Wales","20","Northern Ireland","Female","15","5"," "
"2008","Wales","20","Northern Ireland","Female","35","10","0.314"
"2009","Wales","20","Northern Ireland","Female","35","20","0.514"
"2010","Wales","20","Northern Ireland","Female","25","15","0.6"
"2011","Wales","20","Northern Ireland","Female","35","15","0.457"
"2012","Wales","20","Northern Ireland","Female","45","20","0.444"
"2013","Wales","20","Northern Ireland","Female","40","20","0.525"
"2014","Wales","20","Northern Ireland","Female","40","25","0.625"
"2015","Wales","20","Northern Ireland","Female","35","25","0.714"
"2016","Wales","20","Northern Ireland","Female","55","25","0.436"
"2017","Wales","20","Northern Ireland","Female","35","25","0.686"
"2018","Wales","20","Northern Ireland","Female","55","40","0.745"
"2019","Wales","20","Northern Ireland","Female","35","20","0.5710000000000001"
"2020","Wales","20","Northern Ireland","Female","25","15","0.6"
"2021","Wales","20","Northern Ireland","Female","30","20","0.733"
"2022","Wales","20","Northern Ireland","Female","45","30","0.667"
"2023","Wales","20","Northern Ireland","Female","40","15","0.4"
"2006","England","21 - 24","Northern Ireland","Female","920","420","0.457"
"2007","England","21 - 24","Northern Ireland","Female","1030","500","0.483"
"2008","England","21 - 24","Northern Ireland","Female","815","370","0.456"
"2009","England","21 - 24","Northern Ireland","Female","985","415","0.419"
"2010","England","21 - 24","Northern Ireland","Female","1235","420","0.34"
"2011","England","21 - 24","Northern Ireland","Female","1480","450","0.304"
"2012","England","21 - 24","Northern Ireland","Female","1200","365","0.305"
"2013","England","21 - 24","Northern Ireland","Female","1355","550","0.40700000000000003"
"2014","England","21 - 24","Northern Ireland","Female","1325","495","0.372"
"2015","England","21 - 24","Northern Ireland","Female","1275","490","0.384"
"2016","England","21 - 24","Northern Ireland","Female","1230","530","0.432"
"2017","England","21 - 24","Northern Ireland","Female","1045","510","0.489"
"2018","England","21 - 24","Northern Ireland","Female","1015","545","0.538"
"2019","England","21 - 24","Northern Ireland","Female","935","510","0.544"
"2020","England","21 - 24","Northern Ireland","Female","865","490","0.5660000000000001"
"2021","England","21 - 24","Northern Ireland","Female","1035","590","0.5710000000000001"
"2022","England","21 - 24","Northern Ireland","Female","1065","530","0.498"
"2023","England","21 - 24","Northern Ireland","Female","810","335","0.41600000000000004"
"2006","Northern Ireland","21 - 24","Northern Ireland","Female","2045","805","0.394"
"2007","Northern Ireland","21 - 24","Northern Ireland","Female","2195","995","0.454"
"2008","Northern Ireland","21 - 24","Northern Ireland","Female","1970","1070","0.543"
"2009","Northern Ireland","21 - 24","Northern Ireland","Female","1885","1020","0.54"
"2010","Northern Ireland","21 - 24","Northern Ireland","Female","2475","1230","0.497"
"2011","Northern Ireland","21 - 24","Northern Ireland","Female","2555","1050","0.41100000000000003"
"2012","Northern Ireland","21 - 24","Northern Ireland","Female","2345","1165","0.496"
"2013","Northern Ireland","21 - 24","Northern Ireland","Female","3235","1315","0.40700000000000003"
"2014","Northern Ireland","21 - 24","Northern Ireland","Female","3230","1345","0.417"
"2015","Northern Ireland","21 - 24","Northern Ireland","Female","3245","1405","0.433"
"2016","Northern Ireland","21 - 24","Northern Ireland","Female","3055","1365","0.446"
"2017","Northern Ireland","21 - 24","Northern Ireland","Female","2780","1320","0.47400000000000003"
"2018","Northern Ireland","21 - 24","Northern Ireland","Female","2695","1275","0.47400000000000003"
"2019","Northern Ireland","21 - 24","Northern Ireland","Female","2635","1375","0.523"
"2020","Northern Ireland","21 - 24","Northern Ireland","Female","2425","1360","0.56"
"2021","Northern Ireland","21 - 24","Northern Ireland","Female","2960","1315","0.445"
"2022","Northern Ireland","21 - 24","Northern Ireland","Female","2215","1080","0.487"
"2023","Northern Ireland","21 - 24","Northern Ireland","Female","2070","1080","0.521"
"2006","Scotland","21 - 24","Northern Ireland","Female","205","100","0.498"
"2007","Scotland","21 - 24","Northern Ireland","Female","275","110","0.4"
"2008","Scotland","21 - 24","Northern Ireland","Female","240","110","0.45"
"2009","Scotland","21 - 24","Northern Ireland","Female","165","60","0.376"
"2010","Scotland","21 - 24","Northern Ireland","Female","275","85","0.305"
"2011","Scotland","21 - 24","Northern Ireland","Female","390","105","0.272"
"2012","Scotland","21 - 24","Northern Ireland","Female","320","80","0.256"
"2013","Scotland","21 - 24","Northern Ireland","Female","395","100","0.248"
"2014","Scotland","21 - 24","Northern Ireland","Female","380","100","0.258"
"2015","Scotland","21 - 24","Northern Ireland","Female","585","150","0.253"
"2016","Scotland","21 - 24","Northern Ireland","Female","705","175","0.25"
"2017","Scotland","21 - 24","Northern Ireland","Female","520","145","0.28300000000000003"
"2018","Scotland","21 - 24","Northern Ireland","Female","420","125","0.298"
"2019","Scotland","21 - 24","Northern Ireland","Female","390","115","0.29"
"2020","Scotland","21 - 24","Northern Ireland","Female","340","115","0.341"
"2021","Scotland","21 - 24","Northern Ireland","Female","390","100","0.262"
"2022","Scotland","21 - 24","Northern Ireland","Female","290","80","0.272"
"2023","Scotland","21 - 24","Northern Ireland","Female","285","80","0.281"
"2006","Wales","21 - 24","Northern Ireland","Female","55","25","0.47300000000000003"
"2007","Wales","21 - 24","Northern Ireland","Female","45","10"," "
"2008","Wales","21 - 24","Northern Ireland","Female","40","10","0.3"
"2009","Wales","21 - 24","Northern Ireland","Female","30","15","0.433"
"2010","Wales","21 - 24","Northern Ireland","Female","55","30","0.545"
"2011","Wales","21 - 24","Northern Ireland","Female","70","25","0.343"
"2012","Wales","21 - 24","Northern Ireland","Female","60","15","0.28300000000000003"
"2013","Wales","21 - 24","Northern Ireland","Female","60","15","0.28300000000000003"
"2014","Wales","21 - 24","Northern Ireland","Female","55","20","0.364"
"2015","Wales","21 - 24","Northern Ireland","Female","55","30","0.527"
"2016","Wales","21 - 24","Northern Ireland","Female","60","25","0.433"
"2017","Wales","21 - 24","Northern Ireland","Female","55","20","0.382"
"2018","Wales","21 - 24","Northern Ireland","Female","35","15","0.4"
"2019","Wales","21 - 24","Northern Ireland","Female","35","20","0.543"
"2020","Wales","21 - 24","Northern Ireland","Female","35","15","0.457"
"2021","Wales","21 - 24","Northern Ireland","Female","50","15","0.3"
"2022","Wales","21 - 24","Northern Ireland","Female","75","30","0.41300000000000003"
"2023","Wales","21 - 24","Northern Ireland","Female","60","15","0.28300000000000003"
"2006","England","25 - 29","Northern Ireland","Female","225","85","0.373"
"2007","England","25 - 29","Northern Ireland","Female","175","70","0.4"
"2008","England","25 - 29","Northern Ireland","Female","175","60","0.354"
"2009","England","25 - 29","Northern Ireland","Female","215","65","0.307"
"2010","England","25 - 29","Northern Ireland","Female","380","120","0.311"
"2011","England","25 - 29","Northern Ireland","Female","370","80","0.219"
"2012","England","25 - 29","Northern Ireland","Female","335","90","0.263"
"2013","England","25 - 29","Northern Ireland","Female","345","110","0.325"
"2014","England","25 - 29","Northern Ireland","Female","355","85","0.23900000000000002"
"2015","England","25 - 29","Northern Ireland","Female","275","80","0.291"
"2016","England","25 - 29","Northern Ireland","Female","305","100","0.325"
"2017","England","25 - 29","Northern Ireland","Female","225","90","0.404"
"2018","England","25 - 29","Northern Ireland","Female","195","75","0.379"
"2019","England","25 - 29","Northern Ireland","Female","195","90","0.456"
"2020","England","25 - 29","Northern Ireland","Female","155","60","0.387"
"2021","England","25 - 29","Northern Ireland","Female","195","75","0.39"
"2022","England","25 - 29","Northern Ireland","Female","220","70","0.323"
"2023","England","25 - 29","Northern Ireland","Female","170","70","0.41200000000000003"
"2006","Northern Ireland","25 - 29","Northern Ireland","Female","940","375","0.397"
"2007","Northern Ireland","25 - 29","Northern Ireland","Female","1090","550","0.503"
"2008","Northern Ireland","25 - 29","Northern Ireland","Female","755","425","0.5630000000000001"
"2009","Northern Ireland","25 - 29","Northern Ireland","Female","780","425","0.546"
"2010","Northern Ireland","25 - 29","Northern Ireland","Female","1085","530","0.489"
"2011","Northern Ireland","25 - 29","Northern Ireland","Female","1220","520","0.425"
"2012","Northern Ireland","25 - 29","Northern Ireland","Female","1040","500","0.47900000000000004"
"2013","Northern Ireland","25 - 29","Northern Ireland","Female","1520","580","0.382"
"2014","Northern Ireland","25 - 29","Northern Ireland","Female","1580","565","0.358"
"2015","Northern Ireland","25 - 29","Northern Ireland","Female","1590","600","0.379"
"2016","Northern Ireland","25 - 29","Northern Ireland","Female","1510","590","0.391"
"2017","Northern Ireland","25 - 29","Northern Ireland","Female","1315","525","0.398"
"2018","Northern Ireland","25 - 29","Northern Ireland","Female","1310","580","0.444"
"2019","Northern Ireland","25 - 29","Northern Ireland","Female","1100","485","0.44"
"2020","Northern Ireland","25 - 29","Northern Ireland","Female","1185","590","0.498"
"2021","Northern Ireland","25 - 29","Northern Ireland","Female","1460","530","0.364"
"2022","Northern Ireland","25 - 29","Northern Ireland","Female","1010","445","0.44"
"2023","Northern Ireland","25 - 29","Northern Ireland","Female","850","415","0.486"
"2006","Scotland","25 - 29","Northern Ireland","Female","55","15","0.273"
"2007","Scotland","25 - 29","Northern Ireland","Female","65","20","0.308"
"2008","Scotland","25 - 29","Northern Ireland","Female","40","15","0.325"
"2009","Scotland","25 - 29","Northern Ireland","Female","55","20","0.327"
"2010","Scotland","25 - 29","Northern Ireland","Female","70","15","0.2"
"2011","Scotland","25 - 29","Northern Ireland","Female","105","25","0.248"
"2012","Scotland","25 - 29","Northern Ireland","Female","75","10","0.16"
"2013","Scotland","25 - 29","Northern Ireland","Female","80","20","0.25"
"2014","Scotland","25 - 29","Northern Ireland","Female","100","15","0.17"
"2015","Scotland","25 - 29","Northern Ireland","Female","135","35","0.244"
"2016","Scotland","25 - 29","Northern Ireland","Female","140","25","0.193"
"2017","Scotland","25 - 29","Northern Ireland","Female","140","35","0.257"
"2018","Scotland","25 - 29","Northern Ireland","Female","110","30","0.255"
"2019","Scotland","25 - 29","Northern Ireland","Female","120","30","0.267"
"2020","Scotland","25 - 29","Northern Ireland","Female","85","25","0.271"
"2021","Scotland","25 - 29","Northern Ireland","Female","115","25","0.23500000000000001"
"2022","Scotland","25 - 29","Northern Ireland","Female","70","25","0.329"
"2023","Scotland","25 - 29","Northern Ireland","Female","85","20","0.212"
"2006","Wales","25 - 29","Northern Ireland","Female","10","0"," "
"2007","Wales","25 - 29","Northern Ireland","Female","5","0"," "
"2008","Wales","25 - 29","Northern Ireland","Female","15","5"," "
"2009","Wales","25 - 29","Northern Ireland","Female","15","5"," "
"2010","Wales","25 - 29","Northern Ireland","Female","20","5"," "
"2011","Wales","25 - 29","Northern Ireland","Female","30","10","0.333"
"2012","Wales","25 - 29","Northern Ireland","Female","15","5"," "
"2013","Wales","25 - 29","Northern Ireland","Female","25","5"," "
"2014","Wales","25 - 29","Northern Ireland","Female","25","10"," "
"2015","Wales","25 - 29","Northern Ireland","Female","15","5"," "
"2016","Wales","25 - 29","Northern Ireland","Female","20","10"," "
