"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2023","Not declared","21 - 24","England","All","Not main scheme applicant","Not main scheme application","8180","7660","0.937","30"
"2023","Not declared","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","370","355","0.9520000000000001","5"
"2023","Not declared","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","200","190","0.965","0"
"2023","No","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","15","0.708","10"
"2023","No","25 - 29","England","All","Not main scheme applicant","Not main scheme application","1350","1090","0.805","325"
"2023","No","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","140","120","0.837","60"
"2023","No","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","100","75","0.77","25"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15","10","0.588","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","All","Not main scheme applicant","Not main scheme application","25","15","0.577","5"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","All","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2023","Not declared","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Not main scheme applicant","Not main scheme application","7260","6860","0.9450000000000001","15"
"2023","Not declared","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","230","215","0.9430000000000001","0"
"2023","Not declared","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","125","120","0.9520000000000001","0"
"2023","No","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","No","30 - 34","England","All","Not main scheme applicant","Not main scheme application","890","680","0.763","210"
"2023","No","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","105","70","0.67","20"
"2023","No","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","45","40","0.809","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","All","Not main scheme applicant","Not main scheme application","25","20","0.778","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","All","Not main scheme applicant","Not main scheme application","15","10"," ","15"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Not main scheme applicant","Not main scheme application","6670","6285","0.9430000000000001","5"
"2023","Not declared","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","160","155","0.963","0"
"2023","Not declared","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","90","90","0.989","0"
"2023","No","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","No","35 and over","England","All","Not main scheme applicant","Not main scheme application","1970","1490","0.755","745"
"2023","No","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","215","150","0.706","100"
"2023","No","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","115","90","0.774","25"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","All","Not main scheme applicant","Not main scheme application","70","45","0.6910000000000001","30"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","All","Not main scheme applicant","Not main scheme application","65","35","0.5630000000000001","50"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","I'm currently seeking asylum in the UK","35 and over","England","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","Not main scheme applicant","Not main scheme application","15600","14720","0.9440000000000001","35"
"2023","Not declared","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","365","355","0.967","0"
"2023","Not declared","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","185","180","0.968","0"
"2023","No","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","No","17 and under","England","All","Main scheme applicant","Not main scheme application","115","80","0.6900000000000001","0"
"2023","No","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","60","45","0.738","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","No","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1020","850","0.8320000000000001","0"
"2023","No","18","England","All","Main scheme applicant","Not main scheme application","39310","36315","0.924","0"
"2023","No","18","Scotland","All","Main scheme applicant","Not main scheme application","980","805","0.8220000000000001","0"
"2023","No","18","Wales","All","Main scheme applicant","Not main scheme application","1130","1030","0.91","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","All","Main scheme applicant","Not main scheme application","235","210","0.902","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.846","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","All","Main scheme applicant","Not main scheme application","280","245","0.875","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","18","England","All","Main scheme applicant","Not main scheme application","30","20","0.733","0"
"2023","I'm currently seeking asylum in the UK","18","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","18","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","18","England","All","Main scheme applicant","Not main scheme application","510","470","0.92","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.923","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","No","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","245","195","0.811","0"
"2023","No","19","England","All","Main scheme applicant","Not main scheme application","8310","7290","0.877","0"
"2023","No","19","Scotland","All","Main scheme applicant","Not main scheme application","335","245","0.733","0"
"2023","No","19","Wales","All","Main scheme applicant","Not main scheme application","270","245","0.901","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","All","Main scheme applicant","Not main scheme application","125","105","0.854","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","All","Main scheme applicant","Not main scheme application","105","85","0.8250000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","200","175","0.866","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","No","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","80","60","0.747","0"
"2023","No","20","England","All","Main scheme applicant","Not main scheme application","2460","2045","0.8320000000000001","0"
"2023","No","20","Scotland","All","Main scheme applicant","Not main scheme application","160","115","0.722","0"
"2023","No","20","Wales","All","Main scheme applicant","Not main scheme application","115","90","0.791","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","All","Main scheme applicant","Not main scheme application","65","60","0.908","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","All","Main scheme applicant","Not main scheme application","60","45","0.746","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","70","55","0.783","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","No","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","120","90","0.721","0"
"2023","No","21 - 24","England","All","Main scheme applicant","Not main scheme application","2740","2005","0.731","0"
"2023","No","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","325","215","0.654","0"
"2023","No","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","130","100","0.789","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","All","Main scheme applicant","Not main scheme application","90","65","0.73","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","All","Main scheme applicant","Not main scheme application","80","50","0.667","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","All","Main scheme applicant","Not main scheme application","20","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","80","60","0.734","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","No","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","55","40","0.717","0"
"2023","No","25 - 29","England","All","Main scheme applicant","Not main scheme application","920","625","0.682","0"
"2023","No","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","130","85","0.659","0"
"2023","No","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","70","50","0.722","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","All","Main scheme applicant","Not main scheme application","40","30","0.718","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","All","Main scheme applicant","Not main scheme application","25","10"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","All","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","40","25","0.667","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","No","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","30","25","0.774","0"
"2023","No","30 - 34","England","All","Main scheme applicant","Not main scheme application","570","345","0.611","0"
"2023","No","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","75","45","0.579","0"
"2023","No","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","40","35","0.878","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","All","Main scheme applicant","Not main scheme application","40","20","0.45","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","All","Main scheme applicant","Not main scheme application","25","15","0.6","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","All","Main scheme applicant","Not main scheme application","10","0"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","25","0.781","0"
"2023","No","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","45","40","0.886","0"
"2023","No","35 and over","England","All","Main scheme applicant","Not main scheme application","1370","845","0.616","0"
"2023","No","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","125","75","0.606","0"
"2023","No","35 and over","Wales","All","Main scheme applicant","Not main scheme application","55","45","0.811","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","All","Main scheme applicant","Not main scheme application","80","50","0.667","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","All","Main scheme applicant","Not main scheme application","85","45","0.54","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Not main scheme application","80","45","0.603","0"
"2023","No","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.581","0"
"2023","No","17 and under","England","All","Main scheme applicant","Main scheme application","985","570","0.58","0"
"2023","No","17 and under","Scotland","All","Main scheme applicant","Main scheme application","895","550","0.614","0"
"2023","No","17 and under","Wales","All","Main scheme applicant","Main scheme application","35","20","0.647","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","All","Main scheme applicant","Main scheme application","30","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.538","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","All","Main scheme applicant","Main scheme application","40","15","0.41500000000000004","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","Wales","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","17 and under","Scotland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Main scheme application","55","25","0.481","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","No","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11645","7835","0.673","0"
"2023","No","18","England","All","Main scheme applicant","Main scheme application","270405","190440","0.704","0"
"2023","No","18","Scotland","All","Main scheme applicant","Main scheme application","18885","15175","0.804","0"
"2023","No","18","Wales","All","Main scheme applicant","Main scheme application","11800","9120","0.773","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Northern Ireland","All","Main scheme applicant","Main scheme application","25","15","0.615","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","All","Main scheme applicant","Main scheme application","1125","700","0.622","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","All","Main scheme applicant","Main scheme application","130","90","0.713","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","All","Main scheme applicant","Main scheme application","45","25","0.5650000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","All","Main scheme applicant","Main scheme application","1175","670","0.5700000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","All","Main scheme applicant","Main scheme application","95","50","0.526","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","All","Main scheme applicant","Main scheme application","35","20","0.667","0"
"2023","I'm currently seeking asylum in the UK","18","England","All","Main scheme applicant","Main scheme application","115","55","0.47800000000000004","0"
"2023","I'm currently seeking asylum in the UK","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","18","Wales","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Main scheme application","180","125","0.68","0"
"2023","Not declared","18","England","All","Main scheme applicant","Main scheme application","3605","2495","0.6920000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Main scheme application","200","165","0.811","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Main scheme application","105","80","0.729","0"
"2023","No","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2105","1395","0.663","0"
"2023","No","19","England","All","Main scheme applicant","Main scheme application","67775","48740","0.719","0"
"2023","No","19","Scotland","All","Main scheme applicant","Main scheme application","5640","4200","0.745","0"
"2023","No","19","Wales","All","Main scheme applicant","Main scheme application","3080","2370","0.769","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","All","Main scheme applicant","Main scheme application","610","380","0.619","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","All","Main scheme applicant","Main scheme application","70","40","0.588","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","All","Main scheme applicant","Main scheme application","20","15","0.667","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Northern Ireland","All","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","All","Main scheme applicant","Main scheme application","630","380","0.6","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","All","Main scheme applicant","Main scheme application","55","40","0.6910000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","All","Main scheme applicant","Main scheme application","100","60","0.612","0"
"2023","I'm currently seeking asylum in the UK","19","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","Main scheme application","40","30","0.6900000000000001","0"
"2023","Not declared","19","England","All","Main scheme applicant","Main scheme application","1465","975","0.665","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Main scheme application","75","60","0.808","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Main scheme application","45","35","0.733","0"
"2023","No","20","Northern Ireland","All","Main scheme applicant","Main scheme application","905","560","0.618","0"
"2023","No","20","England","All","Main scheme applicant","Main scheme application","22290","14855","0.666","0"
"2023","No","20","Scotland","All","Main scheme applicant","Main scheme application","2825","1975","0.7000000000000001","0"
"2023","No","20","Wales","All","Main scheme applicant","Main scheme application","1155","810","0.7020000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","All","Main scheme applicant","Main scheme application","350","190","0.54","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","All","Main scheme applicant","Main scheme application","50","30","0.592","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Wales","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","All","Main scheme applicant","Main scheme application","425","240","0.5660000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.56","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","All","Main scheme applicant","Main scheme application","95","55","0.5630000000000001","0"
"2023","I'm currently seeking asylum in the UK","20","Scotland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","20","Wales","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2023","Not declared","20","England","All","Main scheme applicant","Main scheme application","585","355","0.605","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Main scheme application","50","35","0.771","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2023","No","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1350","755","0.56","0"
"2023","No","21 - 24","England","All","Main scheme applicant","Main scheme application","28860","16595","0.5750000000000001","0"
"2023","No","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","6145","3935","0.64","0"
"2023","No","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2245","1480","0.659","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","All","Main scheme applicant","Main scheme application","520","275","0.526","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","85","50","0.5750000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","All","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","All","Main scheme applicant","Main scheme application","740","410","0.555","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","75","45","0.558","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Wales","All","Main scheme applicant","Main scheme application","20","10","0.545","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","All","Main scheme applicant","Main scheme application","170","75","0.444","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","35","15","0.485","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Main scheme application","1075","565","0.524","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","115","70","0.598","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40","20","0.487","0"
"2023","No","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","490","220","0.443","0"
"2023","No","25 - 29","England","All","Main scheme applicant","Main scheme application","12080","6765","0.56","0"
"2023","No","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","3245","2000","0.617","0"
"2023","No","25 - 29","Wales","All","Main scheme applicant","Main scheme application","1005","605","0.603","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","All","Main scheme applicant","Main scheme application","325","150","0.47100000000000003","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","45","25","0.511","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","All","Main scheme applicant","Main scheme application","285","140","0.486","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.56","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","All","Main scheme applicant","Main scheme application","90","30","0.333","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Main scheme application","685","370","0.54","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","55","30","0.585","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","No","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","270","135","0.491","0"
"2023","No","30 - 34","England","All","Main scheme applicant","Main scheme application","7740","4385","0.5670000000000001","0"
"2023","No","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1875","1210","0.646","0"
"2023","No","30 - 34","Wales","All","Main scheme applicant","Main scheme application","590","370","0.623","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","All","Main scheme applicant","Main scheme application","245","110","0.455","0"
